trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
261,False,"{'a': 0.5, 'e': 0.14679761013490703}",25,3,35.22928895984675,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.14567915622632713}",35,24,18.733320944136015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.14457343607685524}",25,15,18.898007996507673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.14348025711662074}",20,1,-28.82388377437412,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.1423994304022784}",25,10,-7.471825762644705,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.14133077053536094}",25,0,32.912263134184066,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.14027409558276874}",25,17,6.847107332442789,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.13922922699933168}",20,0,21.014457293662275,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.13819598955238319}",30,19,18.389898064916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.1371742112482853}",30,10,5.226662543436864,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.13616372326084886}",20,12,14.571489780708578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.13516435986159167}",20,11,17.03703193723239,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.13417595835178253}",25,8,-16.698943263163212,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.13319835899621715}",20,2,16.56492777079576,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.1322314049586777}",25,9,30.134207423680046,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.1312749422390254}",25,12,-12.559407473777165,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.13032881961188078}",30,19,22.77086562578998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.12939288856684433}",20,15,9.752907027392059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.12846700325021518}",30,18,20.302518102490108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.12755102040816324}",20,14,-33.76132925902451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.12664479933131545}",35,20,14.254473205126766,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.12574820180071428}",25,2,22.974362345419635,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.12486109203511093}",30,19,8.740949501193729,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.12398333663955564}",20,9,23.06384084719405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.12311480455524776}",25,10,13.868086538406386,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.12225536701061178}",20,12,17.663513732939208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.12140489747356407}",20,14,12.049592208294442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.12056327160493828}",20,9,21.336982843685842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.11973036721303625}",20,8,25.452687183211378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.11890606420927467}",25,2,34.949031259111905,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.11809024456489647}",20,0,29.5381242546727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.11728279226871835}",20,15,0.2153186485596359,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.11648359328588567}",25,14,18.662826820715388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.11569253551760841}",20,4,25.12822992073763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.11490950876185003}",20,3,-9.539580558634139,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.11413440467494522}",20,7,10.392075745071281,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.11336711673412007}",25,8,21.596752058200718,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.11260754020089185}",30,16,26.742458688543163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.11185557208532342}",25,8,28.521567578680934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.1111111111111111}",30,17,19.278872322028747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.11037405768148252}",20,14,12.214580194939716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.10964431384588395}",20,0,34.00592834721053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.10892178326743564}",25,8,7.902981723919538,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.10820637119113573}",25,6,18.175467821322115,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.10749798441279224}",25,16,5.631731012913923,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.10679653124866505}",20,8,21.38543676446585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.10610192150579846}",20,14,11.941476609983638,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.10541406645302749}",25,17,-49.29451599273882,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.10473287879263937}",30,10,31.593180621475916,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.10405827263267428}",20,13,17.521395650048106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.10339016345984844}",30,20,20.783477347149677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.10272846811308349}",20,15,10.403128887490684,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.10207310475762742}",20,0,23.924766679377935,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.1014239928597509}",35,26,16.975203235132977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.10078105316200554}",30,20,20.162414685496326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.10014420765902898}",30,15,18.93373623007625,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.09951337957388372}",35,18,26.488864571584024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.09888849333491553}",25,7,31.274084865062072,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.09826947455311956}",25,10,24.634165522012523,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.09765624999999999}",20,15,10.883569508974652,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.0970487475859124}",30,3,-4.913761852241535,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.0964468963388758}",20,14,9.775261177139853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.09585062638384342}",20,6,11.894501622946596,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.09525986892242035}",20,10,9.099255952210138,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.09467455621301775}",20,6,-5.985551900889096,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.09409462155143211}",20,12,17.809639653976514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.09351999925184001}",20,6,14.743179883703027,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.09295062462819749}",30,10,33.35243887235435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.09238643397603497}",20,0,20.780643657557686,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.09182736455463726}",30,6,21.93021450662793,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.09127335456960049}",20,6,20.001371764529218,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.09072434315575555}",25,19,12.10568873900785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.09018027036045054}",20,0,14.599839333899919,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.08964107712718276}",30,19,-20.784250461548847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.08910670527957229}",20,0,31.50118699086185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.08857709750566894}",20,9,17.472711581235128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.08805219734258467}",25,11,15.627105386663828,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.08753194916144394}",20,7,18.92729550366239,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.08701629815264399}",20,12,17.415665503492555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.08650519031141869}",20,13,12.804259083194893,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.08599857242369775}",25,15,17.70166773076323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.0854963920522554}",25,10,28.52746761432874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.08499859752314086}",20,11,17.814632648876223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.08450513791238508}",20,0,28.627432102722402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.08401596303297626}",20,8,20.978705517122926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.08353102342209896}",20,0,30.431122717613356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.08305027032862991}",20,13,12.724297978828877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.08257365570088519}",20,11,6.77891889363493,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
